id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal,region
31,Evald rma (rman-),M,24.0,174.0,70.0,Estonia,EST,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Pole Vault,,Estonia
44,Meelis Aasme,M,25.0,182.0,73.0,Estonia,EST,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing 30 Kilometres,,Estonia
44,Meelis Aasme,M,25.0,182.0,73.0,Estonia,EST,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing 50 Kilometres,,Estonia
44,Meelis Aasme,M,29.0,182.0,73.0,Estonia,EST,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing 15 Kilometres,,Estonia
44,Meelis Aasme,M,29.0,182.0,73.0,Estonia,EST,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing 50 Kilometres,,Estonia
44,Meelis Aasme,M,29.0,182.0,73.0,Estonia,EST,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing 4 X 10 Kilometres Relay,,Estonia
49,Moonika Aava,F,24.0,168.0,65.0,Estonia,EST,2004 Summer,2004,Summer,Athina,Athletics,Athletics Javelin Throw,,Estonia
49,Moonika Aava,F,28.0,168.0,65.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Javelin Throw,,Estonia
50,Arvi Aavik,M,22.0,185.0,106.0,Estonia,EST,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Heavyweight, Freestyle",,Estonia
50,Arvi Aavik,M,26.0,185.0,106.0,Estonia,EST,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Heavyweight, Freestyle",,Estonia
65,Patimat Abakarova,F,21.0,165.0,49.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Flyweight,Bronze,Azerbaijan
67,Mariya Vasilyevna Abakumova (-Tarabina),F,22.0,179.0,80.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Javelin Throw,Silver,Russia
67,Mariya Vasilyevna Abakumova (-Tarabina),F,26.0,179.0,80.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Javelin Throw,,Russia
72,Aleksey Aleksandrovich Abalmasov,M,24.0,180.0,83.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Kayak Fours, 1,000 Metres",,Belarus
72,Aleksey Aleksandrovich Abalmasov,M,28.0,180.0,83.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Kayak Fours, 1,000 Metres",Gold,Belarus
87,Rost'om Omeris dze Abashidze,M,29.0,188.0,97.0,Soviet Union,GEO,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Light-Heavyweight, Greco-Roman",,Georgia
88,Nunu Dzhansuhivna Abashydze (-Myslaieva),F,25.0,168.0,105.0,Soviet Union,GEO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Shot Put,,Georgia
90,Tamila Rashidovna Abasova,F,21.0,163.0,60.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Sprint,Silver,Russia
90,Tamila Rashidovna Abasova,F,21.0,163.0,60.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling 500 Metres Time Trial,,Russia
129,Ruslan Abbasov,M,22.0,181.0,74.0,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics 100 Metres,,Azerbaijan
130,Tural Abbasov,M,18.0,182.0,76.0,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming 50 Metres Freestyle,,Azerbaijan
131,Tran Abbasova,F,33.0,159.0,53.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Featherweight,,Azerbaijan
272,Berik Abdrakhmanov,M,30.0,165.0,60.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Lightweight,,Kazakhstan
316,Zagalav Abdulbekovich Abdulbekov,M,26.0,160.0,62.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Featherweight, Freestyle",Gold,Russia
335,Abdulqdir Abdullayev,M,28.0,188.0,91.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Heavyweight,,Azerbaijan
336,Arif Yadulla Abdullayev,M,27.0,164.0,60.0,Azerbaijan,AZE,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Bantamweight, Freestyle",,Azerbaijan
336,Arif Yadulla Abdullayev,M,32.0,164.0,60.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Featherweight, Freestyle",,Azerbaijan
337,Mukhammad Kadyr Abdullayev,M,22.0,169.0,63.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Lightweight,,Uzbekistan
337,Mukhammad Kadyr Abdullayev,M,26.0,169.0,63.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Light-Welterweight,Gold,Uzbekistan
338,Muminzhon Abdullayev,M,22.0,190.0,130.0,Uzbekistan,UZB,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Super-Heavyweight, Greco-Roman",,Uzbekistan
338,Muminzhon Abdullayev,M,26.0,190.0,130.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Super-Heavyweight, Greco-Roman",,Uzbekistan
339,Namiq Yadulla Abdullayev,M,25.0,167.0,55.0,Azerbaijan,AZE,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Flyweight, Freestyle",Silver,Azerbaijan
339,Namiq Yadulla Abdullayev,M,29.0,167.0,55.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Bantamweight, Freestyle",Gold,Azerbaijan
339,Namiq Yadulla Abdullayev,M,33.0,167.0,55.0,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Featherweight, Freestyle",,Azerbaijan
340,Laye Abdullayeva,F,21.0,170.0,47.0,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Athletics,"Athletics 5,000 Metres",,Azerbaijan
341,lqar Abdulov,M,27.0,175.0,74.0,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Middleweight, Greco-Roman",,Azerbaijan
352,Sherzod Abdurahmonov,M,22.0,178.0,73.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Middleweight,,Uzbekistan
353,Rasul Abduraim,M,19.0,183.0,74.0,Kyrgyzstan,KGZ,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Featherweight,,Kyrgyzstan
353,Rasul Abduraim,M,23.0,183.0,74.0,Kyrgyzstan,KGZ,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Welterweight,,Kyrgyzstan
354,Bekzod Makhamadzhonovich Abdurakhmonov,M,26.0,172.0,74.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Middleweight, Freestyle",,Uzbekistan
355,Mukhamadmurod Abdurakhmonov,M,29.0,192.0,117.0,Tajikistan,TJK,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Heavyweight,,Tajikistan
356,Adlan Aliyevich Abdurashidov,M,26.0,172.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Lightweight,,Russia
357,Yusup Abdusalomov,M,26.0,170.0,84.0,Tajikistan,TJK,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Middleweight, Freestyle",,Tajikistan
357,Yusup Abdusalomov,M,30.0,170.0,84.0,Tajikistan,TJK,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Light-Heavyweight, Freestyle",Silver,Tajikistan
357,Yusup Abdusalomov,M,34.0,170.0,84.0,Tajikistan,TJK,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Light-Heavyweight, Freestyle",,Tajikistan
359,Andrey Khakimovich Abduvaliyev,M,26.0,190.0,125.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Hammer Throw,Gold,Russia
359,Andrey Khakimovich Abduvaliyev,M,34.0,190.0,125.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Hammer Throw,,Uzbekistan
360,Dzhamolidin Mirgarifanovich Abduzhaparov,M,24.0,174.0,72.0,Soviet Union,UZB,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Road Race, Individual",,Uzbekistan
360,Dzhamolidin Mirgarifanovich Abduzhaparov,M,32.0,174.0,72.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Road Race, Individual",,Uzbekistan
361,Aybek Abdymomunov,M,18.0,162.0,54.0,Kyrgyzstan,KGZ,2004 Summer,2004,Summer,Athina,Boxing,Boxing Bantamweight,,Kyrgyzstan
431,Narek Abgaryan,M,24.0,166.0,52.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Flyweight,,Armenia
439,Sagat Abikeyeva,F,27.0,160.0,78.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Judo,Judo Half-Heavyweight,,Kazakhstan
449,Inga Eduardovna Abitova,F,26.0,164.0,58.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics 10,000 Metres",,Russia
450,Ceyhun Abiyev,M,29.0,163.0,48.0,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Boxing,Boxing Light-Flyweight,,Azerbaijan
452,Enver Nazymovych Ablaiev,M,22.0,169.0,68.0,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Aerials,,Ukraine
452,Enver Nazymovych Ablaiev,M,26.0,169.0,68.0,Ukraine,UKR,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Aerials,,Ukraine
452,Enver Nazymovych Ablaiev,M,30.0,169.0,68.0,Ukraine,UKR,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Aerials,,Ukraine
455,Denis Mikhaylovich Ablyazin,M,19.0,161.0,62.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Team All-Around,,Russia
455,Denis Mikhaylovich Ablyazin,M,19.0,161.0,62.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Floor Exercise,Bronze,Russia
455,Denis Mikhaylovich Ablyazin,M,19.0,161.0,62.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Horse Vault,Silver,Russia
455,Denis Mikhaylovich Ablyazin,M,19.0,161.0,62.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Parallel Bars,,Russia
455,Denis Mikhaylovich Ablyazin,M,19.0,161.0,62.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Horizontal Bar,,Russia
455,Denis Mikhaylovich Ablyazin,M,19.0,161.0,62.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Rings,,Russia
455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Team All-Around,Silver,Russia
455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Floor Exercise,,Russia
455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Horse Vault,Silver,Russia
455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Rings,Bronze,Russia
460,Viktor Andreyevich Aboimov,M,22.0,190.0,78.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming 400 Metres Freestyle,,Russia
460,Viktor Andreyevich Aboimov,M,22.0,190.0,78.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming 4 X 100 Metres Freestyle Relay,Silver,Russia
460,Viktor Andreyevich Aboimov,M,22.0,190.0,78.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming 4 X 200 Metres Freestyle Relay,Bronze,Russia
460,Viktor Andreyevich Aboimov,M,22.0,190.0,78.0,Soviet Union,RUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming 4 X 100 Metres Medley Relay,,Russia
462,Ilze bola,F,19.0,169.0,60.0,Latvia,LAT,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Giant Slalom,,Latvia
463,Agnese boltia,F,17.0,166.0,60.0,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Super G,,Latvia
463,Agnese boltia,F,17.0,166.0,60.0,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Giant Slalom,,Latvia
463,Agnese boltia,F,17.0,166.0,60.0,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Slalom,,Latvia
532,Iason Abramashvili,M,17.0,176.0,82.0,Georgia,GEO,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Giant Slalom,,Georgia
532,Iason Abramashvili,M,17.0,176.0,82.0,Georgia,GEO,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Slalom,,Georgia
532,Iason Abramashvili,M,21.0,176.0,82.0,Georgia,GEO,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Giant Slalom,,Georgia
532,Iason Abramashvili,M,21.0,176.0,82.0,Georgia,GEO,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Slalom,,Georgia
532,Iason Abramashvili,M,25.0,176.0,82.0,Georgia,GEO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Giant Slalom,,Georgia
532,Iason Abramashvili,M,25.0,176.0,82.0,Georgia,GEO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Slalom,,Georgia
533,Yelena Vasilyevna Abramchuk (Kopets-),F,28.0,182.0,95.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Shot Put,,Belarus
534,Oleksandr Volodymyrovych Abramenko,M,17.0,180.0,82.0,Ukraine,UKR,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Aerials,,Ukraine
534,Oleksandr Volodymyrovych Abramenko,M,21.0,180.0,82.0,Ukraine,UKR,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Aerials,,Ukraine
534,Oleksandr Volodymyrovych Abramenko,M,25.0,180.0,82.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Aerials,,Ukraine
535,Yevgeny Sergeyevich Abramenko,M,22.0,181.0,80.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon 10 Kilometres Sprint,,Belarus
535,Yevgeny Sergeyevich Abramenko,M,22.0,181.0,80.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon 12.5 Kilometres Pursuit,,Belarus
535,Yevgeny Sergeyevich Abramenko,M,22.0,181.0,80.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon 20 Kilometres,,Belarus
535,Yevgeny Sergeyevich Abramenko,M,22.0,181.0,80.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon 4 X 7.5 Kilometres Relay,,Belarus
535,Yevgeny Sergeyevich Abramenko,M,26.0,181.0,80.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon 10 Kilometres Sprint,,Belarus
535,Yevgeny Sergeyevich Abramenko,M,26.0,181.0,80.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 X 6 Kilometres And 7.5 Relay,,Belarus
535,Yevgeny Sergeyevich Abramenko,M,26.0,181.0,80.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon 12.5 Kilometres Pursuit,,Belarus
535,Yevgeny Sergeyevich Abramenko,M,26.0,181.0,80.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon 20 Kilometres,,Belarus
535,Yevgeny Sergeyevich Abramenko,M,26.0,181.0,80.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon 4 X 7.5 Kilometres Relay,,Belarus
537,Ek'aterina Abramia,F,16.0,167.0,43.0,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Individual,,Georgia
539,Levan Abramishvili,M,23.0,181.0,84.0,Georgia,GEO,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Slalom,,Georgia
539,Levan Abramishvili,M,27.0,181.0,84.0,Georgia,GEO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Slalom,,Georgia
540,Andrey Vasilyevich Abramov,M,24.0,180.0,100.0,Soviet Union,RUS,1960 Summer,1960,Summer,Roma,Boxing,Boxing Heavyweight,,Russia
541,Andrey Viktorovich Abramov,M,24.0,176.0,70.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Archery,Archery Individual,,Russia
541,Andrey Viktorovich Abramov,M,24.0,176.0,70.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Archery,Archery Team,,Russia
542,Nikolay Kuzmich Abramov,M,30.0,164.0,59.0,Soviet Union,RUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Marathon,,Russia
543,Pavel Sergeyevich Abramov,M,25.0,198.0,89.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball,Bronze,Russia
544,Sergey Mikhaylovich Abramov,M,34.0,180.0,94.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey,,Russia
545,Valery Aleksandrovich Abramov,M,23.0,173.0,61.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics 5,000 Metres",,Russia
546,Inna Vladimirovna Abramova,F,21.0,172.0,63.0,Soviet Union,RUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming 50 Metres Freestyle,,Russia
546,Inna Vladimirovna Abramova,F,21.0,172.0,63.0,Soviet Union,RUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming 4 X 100 Metres Freestyle Relay,,Russia
547,Nelli Mikhaylovna Abramova,F,24.0,171.0,60.0,Soviet Union,RUS,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball,Silver,Russia
548,Yekaterina Konstantinovna Abramova,F,23.0,167.0,65.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating 1,000 Metres",,Russia
548,Yekaterina Konstantinovna Abramova,F,23.0,167.0,65.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating 1,500 Metres",,Russia
548,Yekaterina Konstantinovna Abramova,F,23.0,167.0,65.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Team Pursuit 6 Laps,Bronze,Russia
548,Yekaterina Konstantinovna Abramova,F,27.0,167.0,65.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating 1,500 Metres",,Russia
550,Dmitry Vladimirovich Abramovich,M,27.0,182.0,96.0,Russia-2,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Two,,Russia
550,Dmitry Vladimirovich Abramovich,M,27.0,182.0,96.0,Russia-1,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Four,,Russia
554,Benik Abramyan,M,31.0,186.0,115.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Shot Put,,Georgia
579,Anastasiya Aleksandrovna Abrosimova,F,26.0,164.0,51.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Olympic Distance,,Russia
580,Svetlana Olegovna Abrosimova,F,20.0,188.0,77.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball,,Russia
580,Svetlana Olegovna Abrosimova,F,28.0,188.0,77.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball,Bronze,Russia
582,Saypulla Atavovich Absaidov,M,22.0,168.0,68.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Lightweight, Freestyle",Gold,Russia
588,"Aleksandr Viktorovich ""Sasha"" Abt",M,25.0,179.0,68.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Singles,,Russia
599,Bektas Abubakirov,M,23.0,165.0,54.0,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Bantamweight,,Kazakhstan
618,Aleksandr Veniaminovich Abushakhmetov,M,21.0,189.0,81.0,Soviet Union,RUS,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Epee, Individual",,Russia
618,Aleksandr Veniaminovich Abushakhmetov,M,21.0,189.0,81.0,Soviet Union,RUS,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Epee, Team",,Russia
618,Aleksandr Veniaminovich Abushakhmetov,M,25.0,189.0,81.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Epee, Individual",,Russia
618,Aleksandr Veniaminovich Abushakhmetov,M,25.0,189.0,81.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Epee, Team",Bronze,Russia
619,Magomedgasan Mingazhutdinovich Abushev,M,20.0,170.0,62.0,Soviet Union,RUS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Featherweight, Freestyle",Gold,Russia
620,Kanat Kalizhanovich Abutalipov,M,25.0,168.0,56.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Bantamweight,,Kazakhstan
620,Kanat Kalizhanovich Abutalipov,M,29.0,168.0,56.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Boxing,Boxing Bantamweight,,Kazakhstan
623,Irina Alekseyevna Abysova,F,27.0,175.0,56.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Triathlon,Triathlon Olympic Distance,,Russia
623,Irina Alekseyevna Abysova,F,31.0,175.0,56.0,Russia,RUS,2012 Summer,2012,Summer,London,Triathlon,Triathlon Olympic Distance,,Russia
680,Rita Nikolayevna Achkina,F,25.0,168.0,63.0,Soviet Union,RUS,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing 5 Kilometres,,Russia
680,Rita Nikolayevna Achkina,F,30.0,168.0,63.0,Soviet Union,RUS,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing 5 Kilometres,,Russia
680,Rita Nikolayevna Achkina,F,30.0,168.0,63.0,Soviet Union,RUS,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing 3 X 5 Kilometres Relay,Bronze,Russia
743,Arslanbek Aylow,M,23.0,177.0,75.0,Turkmenistan,TKM,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Middleweight,,Turkmenistan
826,Lyukman Rasakovich Adams,M,23.0,194.0,87.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Triple Jump,,Russia
943,Arman Adikyan,M,23.0,168.0,66.0,Armenia,ARM,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Welterweight, Greco-Roman",,Armenia
972,Herman Aleksandrovich Adlerberg,M,21.0,179.0,74.0,Bylina-2,RUS,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 Metres,,Russia
1000,Dainius Adomaitis,M,26.0,202.0,100.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Basketball,Basketball,Bronze,Lithuania
1001,Svajnas Adomaitis,M,19.0,175.0,55.0,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Featherweight, Greco-Roman",,Lithuania
1004,Aurimas Adomaviius,M,22.0,204.0,100.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Quadruple Sculls,,Lithuania
1032,Serhiy Mykolaiovych Advena,M,20.0,190.0,82.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming 4 X 200 Metres Freestyle Relay,,Ukraine
1032,Serhiy Mykolaiovych Advena,M,20.0,190.0,82.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming 200 Metres Butterfly,,Ukraine
1032,Serhiy Mykolaiovych Advena,M,24.0,190.0,82.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming 200 Metres Freestyle,,Ukraine
1032,Serhiy Mykolaiovych Advena,M,24.0,190.0,82.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming 200 Metres Butterfly,,Ukraine
1034,Viktoriya Adyeva,F,20.0,160.0,55.0,Kazakhstan,KAZ,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey,,Kazakhstan
1035,Erkin Adylbek uulu,M,25.0,190.0,80.0,Kyrgyzstan,KGZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Light-Heavyweight,,Kyrgyzstan
1036,Olga Olegovna Adzhigerskaya,F,26.0,192.0,65.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Handball,Handball,,Kazakhstan
1037,Rustam Iwanovych Adzhy,M,23.0,175.0,69.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Lightweight, Greco-Roman",,Ukraine
1037,Rustam Iwanovych Adzhy,M,27.0,175.0,69.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Welterweight, Greco-Roman",,Ukraine
1047,"Carl Bror Emil ""Kalle"" Aejemelaeus (-im)",M,29.0,169.0,71.0,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Modern Pentathlon,Modern Pentathlon Individual,,Russia
1069,Nikolay Konstantinovich Afanasyev,M,30.0,187.0,80.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Decathlon,,Russia
1070,Valery Yevgenyevich Afanasyev,M,23.0,175.0,79.0,Soviet Union,RUS,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,,Russia
1071,Kseniya Dmitriyevna Afanasyeva,F,16.0,158.0,48.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Individual All-Around,,Russia
1071,Kseniya Dmitriyevna Afanasyeva,F,16.0,158.0,48.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Team All-Around,,Russia
1071,Kseniya Dmitriyevna Afanasyeva,F,16.0,158.0,48.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Floor Exercise,,Russia
1071,Kseniya Dmitriyevna Afanasyeva,F,16.0,158.0,48.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Uneven Bars,,Russia
1071,Kseniya Dmitriyevna Afanasyeva,F,16.0,158.0,48.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Balance Beam,,Russia
